Datum,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6,Temperatur,Windgeschwindigkeit,Bewoelkung,Wettercode,KielerWoche,Feiertag,DAX,day_length_h,sales_daily,id,Warengruppe
2013-07-11,138.549392636714,569.109374584873,234.65807920749,68.6330279122302,315.911756962233,0.0,21.375,12.0,0.0,5.0,0.0,Kein Feiertag,8158.7998046875,16.816996210555555,1326.8616313035402,,
2013-07-12,101.447511461298,600.267914678783,290.199097765019,0.0,362.802489634211,0.0,20.2875,7.0,0.0,5.0,0.0,Kein Feiertag,8212.76953125,16.779687721944445,1354.717013539311,,
2013-07-13,141.233309883732,747.140776382576,340.046632736531,74.2744737887665,359.166188843392,0.0,20.125,12.0,1.0,5.0,0.0,Kein Feiertag,8212.76953125,16.740915711666666,1661.8613816349975,,
2013-07-14,112.524365708762,777.048841669282,320.626816189556,115.271617188867,461.082124524619,0.0,17.6875,15.0,5.0,5.0,0.0,Kein Feiertag,8212.76953125,16.700719455277778,1786.553765281086,,
2013-07-15,161.264677322182,596.995099998235,243.526401440661,99.4935305857439,380.68369651152,0.0,18.7375,12.0,6.0,5.0,0.0,Kein Feiertag,8234.8095703125,16.659138604166667,1481.963405858342,,
2013-07-16,116.821358174215,558.797138274201,287.415464972525,91.7796976081033,320.43533597922,0.0,21.1875,10.0,1.0,5.0,0.0,Kein Feiertag,8201.0498046875,16.6162130675,1375.248995008264,,
2013-07-17,150.572919592838,628.325718978073,301.777437970497,0.0,396.99424714406,0.0,22.5125,8.0,5.0,5.0,0.0,Kein Feiertag,8254.7197265625,16.571982896666665,1477.670323685468,,
2013-07-18,101.90072129658,647.822253705942,250.426586853024,89.2058404577425,300.398790118057,0.0,23.25,11.0,1.0,5.0,0.0,Kein Feiertag,8337.08984375,16.52648817861111,1389.7541924313452,,
2013-07-19,161.63511518654,646.788959790823,287.18828629416,62.0636098816993,369.400389277533,0.0,22.475,16.0,3.0,5.0,0.0,Kein Feiertag,8331.5703125,16.479768933055556,1527.0763604307554,,
2013-07-20,134.328076682024,843.051280035386,394.765674710477,69.9369965472912,346.154004294146,0.0,23.1875,8.0,0.0,5.0,0.0,Kein Feiertag,8331.5703125,16.431865016388887,1788.2360322693244,,
2013-07-21,66.2887578161955,815.942264195776,346.658236387984,82.6826868784511,287.443788531561,0.0,26.375,8.0,0.0,5.0,0.0,Kein Feiertag,8331.5703125,16.382816033055555,1599.0157338099675,,
2013-07-22,131.223948997842,647.682748973215,297.712614415266,99.3353908053911,356.484067206325,0.0,26.1,9.0,0.0,5.0,0.0,Kein Feiertag,8331.0595703125,16.332661249999997,1532.4387703980392,,
2013-07-23,110.315246796665,691.043662205889,323.301431663341,70.5290024618065,316.29681714496,0.0,24.95,12.0,0.0,5.0,0.0,Kein Feiertag,8314.23046875,16.28143952138889,1511.4861602726612,,
2013-07-24,141.891908195545,698.340862077002,328.023102507764,83.5816326885927,327.339400651794,0.0,24.075,11.0,3.0,5.0,0.0,Kein Feiertag,8379.1103515625,16.229189218055556,1579.1769061206976,,
2013-07-25,167.701216640907,681.250768331783,280.809721012322,65.8902979709521,303.192537586556,0.0,23.0875,9.0,2.0,5.0,0.0,Kein Feiertag,8298.98046875,16.175948161388888,1498.8445415425201,,
2013-07-26,147.272084366206,718.016648132155,352.293883343641,53.1984562311259,331.522091778847,0.0,27.2625,6.0,3.0,5.0,0.0,Kein Feiertag,8244.91015625,16.121753566944445,1602.303163851975,,
2013-07-27,161.403357795112,855.619095347599,382.965879977945,0.0,358.892714466409,0.0,26.1625,10.0,1.0,5.0,0.0,Kein Feiertag,8244.91015625,16.066641991666668,1758.881047587065,,
2013-07-28,86.0791432446654,871.802546455837,360.096105223697,0.0,437.824795495097,0.0,24.8875,13.0,4.0,61.0,0.0,Kein Feiertag,8244.91015625,16.010649286944446,1755.8025904192964,,
2013-07-29,183.564164400591,672.50214523923,356.033434735079,0.0,368.951029057165,0.0,22.7875,10.0,1.0,61.0,0.0,Kein Feiertag,8259.0302734375,15.953810557777778,1581.0507734320652,,
2013-07-30,132.111640117897,690.117757120039,354.531775116541,0.0,424.086156965952,0.0,21.075,13.0,5.0,21.0,0.0,Kein Feiertag,8271.01953125,15.896160128888887,1600.8473293204288,,
2013-07-31,144.745431773143,667.842224335937,321.075920611583,0.0,426.985804024935,0.0,20.275,16.0,5.0,65.0,0.0,Kein Feiertag,8275.9697265625,15.837731512777777,1560.6493807455981,,
2013-08-01,157.854023011106,667.213719343287,304.830310037868,60.5614573229725,322.294307178179,0.0,23.4,7.0,6.0,21.0,0.0,Kein Feiertag,8410.73046875,15.778557383888888,1512.7538168934125,,
2013-08-02,117.359342094889,689.695100983376,379.526700654912,68.1222020855149,282.371517214865,0.0,31.4375,7.0,0.0,21.0,0.0,Kein Feiertag,8406.9404296875,15.718669559444445,1537.074863033557,,
2013-08-03,186.027178770079,930.801703150498,454.705780795563,51.2749992906831,399.283316370115,0.0,23.3625,11.0,4.0,63.0,0.0,Kein Feiertag,8406.9404296875,15.658098981111111,2022.0929783769382,,
2013-08-04,104.708216687715,862.752429028985,382.85648750844,67.1568816245378,461.704848992483,0.0,23.05,8.0,3.0,63.0,0.0,Kein Feiertag,8406.9404296875,15.59687570388889,1879.1788638421608,,
2013-08-05,146.775309890073,520.947179812455,331.615355447409,0.0,354.247243408463,0.0,25.8,10.0,0.0,63.0,0.0,Kein Feiertag,8398.3798828125,15.535028885833334,1353.5850885584,,
2013-08-06,131.956277381283,498.920948322354,344.104806694018,69.705360420462,441.521507016938,0.0,22.225,13.0,5.0,63.0,0.0,Kein Feiertag,8299.73046875,15.472586783055556,1486.208899835055,,
2013-08-07,160.593417296116,519.197204695832,341.483544581514,83.1094116270633,423.850318191533,0.0,19.2125,8.0,4.0,63.0,0.0,Kein Feiertag,8260.48046875,15.409576748333333,1528.2338963920583,,
2013-08-08,153.099424561652,486.25509543792,298.005519792868,96.7720958104522,464.87537153539,0.0,16.975,12.0,7.0,20.0,0.0,Kein Feiertag,8318.3203125,15.346025231111112,1499.007507138282,,
2013-08-09,125.620344387906,539.975155104136,328.22992428157,81.4817797241125,450.085987485785,0.0,20.3375,10.0,4.0,21.0,0.0,Kein Feiertag,8338.3095703125,15.281957781388888,1525.3931909835094,,
2013-08-10,185.177162656408,614.511830668785,351.617029216224,59.9811123644503,450.993337129113,0.0,19.3625,12.0,7.0,61.0,0.0,Kein Feiertag,8338.3095703125,15.217399055555555,1662.2804720349804,,
2013-08-11,73.2088330039992,666.9113081568,341.033029953849,60.7087857619079,583.491717818235,0.0,16.3875,9.0,7.0,61.0,0.0,Kein Feiertag,8338.3095703125,15.152372824444445,1725.353674694791,,
2013-08-12,154.504729536697,510.019126480035,253.6233554703,97.7406166426712,356.026341718574,0.0,16.45,11.0,7.0,63.0,0.0,Kein Feiertag,8359.25,15.086901984166666,1371.9141698482772,,
2013-08-13,134.064451548102,535.403212817658,271.591283834177,113.863641914766,344.643463915453,0.0,16.4,16.0,3.0,95.0,0.0,Kein Feiertag,8415.759765625,15.021008567777777,1399.566054030156,,
2013-08-14,156.972510536869,520.123590697437,309.116290264651,105.567865241887,441.253111778104,0.0,18.2625,18.0,4.0,61.0,0.0,Kein Feiertag,8438.1201171875,14.954713759166667,1533.033368518948,,
2013-08-15,164.763795399756,538.231262832354,266.575408936199,59.7561020638342,416.610037755781,0.0,19.8,8.0,3.0,61.0,0.0,Kein Feiertag,8376.2900390625,14.88803790861111,1445.936606987924,,
2013-08-16,147.79799759804,552.153714601025,241.76897512804,75.2564619591539,344.468629393561,0.0,23.575,11.0,4.0,0.0,0.0,Kein Feiertag,8391.9404296875,14.82100054861111,1361.4457786798198,,
2013-08-17,221.630418006017,583.657434231324,280.170045804428,96.5293135082104,519.834929394153,0.0,20.55,7.0,6.0,0.0,0.0,Kein Feiertag,8391.9404296875,14.753620412222222,1701.8221409441326,,
2013-08-18,92.489778506026,669.186211470815,282.599786111443,150.122396942697,479.499541699925,0.0,18.5875,10.0,7.0,63.0,0.0,Kein Feiertag,8391.9404296875,14.68591545111111,1673.897714730906,,
2013-08-19,145.87913275728,499.912512856933,249.391160860983,107.407999333161,374.247117082749,0.0,18.4875,8.0,5.0,63.0,0.0,Kein Feiertag,8366.2900390625,14.617902855555554,1376.837922891106,,
2013-08-20,111.842396126739,478.730297151576,257.620799680939,64.5022565329893,340.090359959321,0.0,17.775,8.0,7.0,61.0,0.0,Kein Feiertag,8300.0302734375,14.549599074444444,1252.7861094515642,,
2013-08-21,125.336522713024,440.815636456397,271.133442105753,65.9210119267558,352.695324198643,0.0,20.125,8.0,5.0,61.0,0.0,Kein Feiertag,8285.41015625,14.481019836944444,1255.901937400573,,
2013-08-22,132.916428220302,497.731338188322,229.323435589195,111.144301377526,343.348933556103,0.0,21.6625,8.0,4.0,61.0,0.0,Kein Feiertag,8397.8896484375,14.412180172222222,1314.464436931448,,
2013-08-23,162.958958703106,503.672089526472,260.926195756112,94.2272902889274,375.317567662845,0.0,22.0375,14.0,1.0,61.0,0.0,Kein Feiertag,8416.990234375,14.343094432222221,1397.1021019374625,,
2013-08-24,201.543109556297,707.94429725517,282.401869590288,124.737464409769,536.196771958902,0.0,20.85,16.0,0.0,5.0,0.0,Kein Feiertag,8416.990234375,14.273776314722221,1852.823512770426,,
2013-08-25,83.0226725739551,726.257649523775,360.817001197227,141.066888354584,495.194334936839,0.0,21.3875,16.0,0.0,5.0,0.0,Kein Feiertag,8416.990234375,14.20423888388889,1806.3585465863803,,
2013-08-26,165.829031676714,451.536740815421,244.936370498996,104.448858869003,368.72576849632,0.0,20.125,15.0,0.0,5.0,0.0,Kein Feiertag,8435.150390625,14.134494594444444,1335.476770356454,,
2013-08-27,118.473650434102,442.318352086176,251.053043195831,89.3398068106772,305.77200439049,0.0,21.0875,12.0,1.0,5.0,0.0,Kein Feiertag,8242.5595703125,14.06455531361111,1206.9568569172761,,
2013-08-28,108.876991442649,418.297941202801,225.878194718714,87.5160458910728,349.390973099531,0.0,21.3,7.0,0.0,5.0,0.0,Kein Feiertag,8157.89990234375,13.994432344444444,1189.9601463547679,,
2013-08-29,178.178023803315,386.390267686346,198.776407298801,67.1751319746152,396.454612761332,0.0,20.2125,11.0,3.0,5.0,0.0,Kein Feiertag,8194.5498046875,13.9241364475,1226.9744435244093,,
2013-08-30,133.150828452892,492.141265198519,184.252334847289,77.9353068130843,343.345686609289,0.0,19.7875,8.0,6.0,5.0,0.0,Kein Feiertag,8103.14990234375,13.853677865833335,1230.8254219210733,,
2013-08-31,130.821314898435,581.490537751984,265.410807550213,86.0077280021026,344.096618940689,0.0,18.35,16.0,5.0,21.0,0.0,Kein Feiertag,8103.14990234375,13.783066345833333,1407.8270071434238,,
2013-09-01,95.9704314892471,481.584829613001,239.545084070735,139.776992842103,400.375251601544,0.0,15.8625,16.0,7.0,61.0,0.0,Kein Feiertag,8103.14990234375,13.712311160833334,1357.25258961663,,
2013-09-02,138.408723210465,350.023432755307,165.884794599896,97.5577291094531,236.082416986532,0.0,16.575,17.0,7.0,63.0,0.0,Kein Feiertag,8243.8701171875,13.641421133888889,987.9570966616532,,
2013-09-03,138.825618927843,357.401285676803,174.655491296255,66.7042185386037,270.350123886175,0.0,18.225,11.0,7.0,21.0,0.0,Kein Feiertag,8180.7099609375,13.57040466,1007.9367383256797,,
2013-09-04,100.221969526295,362.249371679536,162.83743839423,102.369988965095,308.670506473354,0.0,18.125,5.0,7.0,21.0,0.0,Kein Feiertag,8195.919921875,13.499269728611111,1036.3492750385099,,
2013-09-05,173.658100347255,400.95010523182,155.795527807677,64.7180977987766,309.022150561535,0.0,21.7,8.0,0.0,21.0,0.0,Kein Feiertag,8234.98046875,13.428023945833335,1104.1439817470637,,
2013-09-06,171.415179710314,395.673296994009,183.372780096599,79.6716952926438,307.019415636833,0.0,24.7,9.0,0.0,21.0,0.0,Kein Feiertag,8275.669921875,13.356674556111113,1137.1523677303987,,
2013-09-07,186.034060963767,591.523547732665,215.339022862711,65.0128197234662,447.991745678441,0.0,22.7625,7.0,6.0,21.0,0.0,Kein Feiertag,8275.669921875,13.285228466111112,1505.9011969610501,,
2013-09-08,88.8925958109828,576.040699297842,261.723925353895,115.868951321453,453.792300083562,0.0,20.1625,8.0,7.0,61.0,0.0,Kein Feiertag,8275.669921875,13.213692263333334,1496.3184718677348,,
2013-09-09,169.359968504942,331.981293986457,155.698998919682,78.4321446410245,266.740185481098,0.0,11.575,11.0,8.0,63.0,0.0,Kein Feiertag,8276.3203125,13.142072240555555,1002.2125915332035,,
2013-09-10,89.6944536084346,363.667829135983,186.631885480156,75.320737395332,272.085784886284,0.0,13.5875,11.0,6.0,65.0,0.0,Kein Feiertag,8446.5400390625,13.070374416944444,987.4006905061897,,
2013-09-11,103.363686559795,350.81380789681,156.993834222857,84.1743682721035,266.283742487977,0.0,13.9,8.0,6.0,61.0,0.0,Kein Feiertag,8495.73046875,12.998604556944445,961.6294394395425,,
2013-09-12,106.474399987548,354.282593212868,128.957531070768,79.9069125959926,291.297115676725,0.0,16.1125,6.0,6.0,61.0,0.0,Kein Feiertag,8494.0,12.926768195277779,960.9185525439016,,
2013-09-13,122.564626199915,413.041864366013,142.450922270702,60.0423801030524,306.313400312796,0.0,17.4375,5.0,6.0,21.0,0.0,Kein Feiertag,8509.419921875,12.854870655277777,1044.4131932524783,,
2013-09-14,174.938807466572,530.825102628704,230.524249936583,68.6316728927997,383.083373412478,0.0,17.625,10.0,5.0,63.0,0.0,Kein Feiertag,8509.419921875,12.782917070277778,1388.0032063371368,,
2013-09-15,55.1960062296304,494.908185078447,199.525819245624,150.947116904365,368.235519264474,0.0,14.8625,10.0,7.0,21.0,0.0,Kein Feiertag,8509.419921875,12.710912406111111,1268.8126467225404,,
2013-09-16,146.760234890658,363.701917843028,150.458078596152,68.5094924358894,230.653426038182,0.0,13.1375,13.0,3.0,21.0,0.0,Kein Feiertag,8613.0,12.638861480277777,960.0831498039095,,
2013-09-17,136.118044538363,321.054881338889,121.601419092438,88.0432401860715,320.526447004404,0.0,13.1375,10.0,5.0,63.0,0.0,Kein Feiertag,8596.9501953125,12.566768983611112,987.3440321601654,,
2013-09-18,152.255085210606,327.413713418182,123.430475306719,81.9233275996418,273.5407716877,0.0,13.05,9.0,4.0,63.0,0.0,Kein Feiertag,8636.0595703125,12.494639500277778,958.5633732228487,,
2013-09-19,148.674992078993,362.273757016504,127.595436733938,56.2795004974713,300.262376130314,0.0,14.8375,11.0,5.0,63.0,0.0,Kein Feiertag,8694.1796875,12.422477528888889,995.0860624572204,,
2013-09-20,110.159250328825,375.16829079452,119.995567870545,87.4952661591497,377.403500794794,0.0,13.525,6.0,7.0,63.0,0.0,Kein Feiertag,8675.73046875,12.350287503333334,1070.2218759478337,,
2013-09-21,178.263887943827,525.014097788583,227.17812505778,48.2782247656494,320.960054511642,0.0,15.35,9.0,7.0,63.0,0.0,Kein Feiertag,8675.73046875,12.278073814166667,1299.6943900674812,,
2013-09-22,86.6668973821597,500.579617827733,216.025597526986,181.071825652617,359.99538027315,0.0,17.1375,14.0,6.0,21.0,0.0,Kein Feiertag,8675.73046875,12.205840827222223,1344.3393186626456,,
2013-09-23,111.128410563554,339.417738661045,115.173949077037,72.8638989817766,293.881781699553,0.0,17.3125,14.0,7.0,21.0,0.0,Kein Feiertag,8635.2900390625,12.133592906666665,932.4657789829656,,
2013-09-24,139.64144576808,314.00466178787,107.515311254663,91.9109696976559,261.601833826599,0.0,15.7375,10.0,8.0,21.0,0.0,Kein Feiertag,8664.599609375,12.061334435,914.6742223348679,,
2013-09-25,117.94119333604,333.964687913619,133.455357081465,83.2754466610357,298.284260355615,0.0,13.5375,7.0,6.0,61.0,0.0,Kein Feiertag,8665.6298828125,11.989069834444443,966.9209453477747,,
2013-09-26,203.314345156607,348.862509645868,111.331440019646,52.9418817206733,287.793533580575,0.0,12.9875,12.0,1.0,61.0,0.0,Kein Feiertag,8664.099609375,11.916803586666667,1004.2437101233693,,
2013-09-27,135.507291692088,337.894647078396,102.187864090432,93.9440670728549,283.206061885802,0.0,13.0125,8.0,5.0,21.0,0.0,Kein Feiertag,8661.509765625,11.844540256666665,952.7399318195728,,
2013-09-28,134.613756840197,578.156874149585,247.995826181906,98.4375774152303,290.84887886944,0.0,13.1,8.0,0.0,21.0,0.0,Kein Feiertag,8661.509765625,11.77228451138889,1350.052913456358,,
2013-09-29,68.6316896995448,503.155199518292,194.986111359586,148.939102156167,304.830463976939,0.0,14.175,12.0,3.0,21.0,0.0,Kein Feiertag,8661.509765625,11.700041144166667,1220.5425667105287,,
2013-09-30,156.502435955326,360.827106059368,141.992865332313,98.1860676233875,331.154356903853,0.0,12.825,14.0,1.0,21.0,0.0,Kein Feiertag,8594.400390625,11.62781509388889,1088.6628318742473,,
2013-10-01,123.397540137977,356.816079467772,135.614594111775,67.6549909234488,351.590991371398,0.0,12.9125,13.0,0.0,5.0,0.0,Kein Feiertag,8689.1396484375,11.555611469999999,1035.074196012371,,
2013-10-02,196.720969158391,423.688173539227,156.465804020451,119.813127526207,322.880300414914,0.0,12.7,10.0,1.0,5.0,0.0,Kein Feiertag,8629.419921875,11.483435572222222,1219.5683746591899,,
2013-10-03,75.2337302417469,592.567211256288,192.293311340733,148.994652688514,440.898116086485,0.0,11.7625,12.0,0.0,5.0,0.0,Tag der Deutschen Einheit,8629.419921875,11.411292914722223,1449.987021613767,,
2013-10-04,156.066122625816,501.347948785726,179.301551909794,74.562061444226,280.756383513395,0.0,11.2,8.0,5.0,63.0,0.0,Kein Feiertag,8622.9697265625,11.339189248611111,1192.034068278957,,
2013-10-05,152.280762053885,532.496621420318,225.910066727439,66.2032518834826,326.993164913838,0.0,15.575,8.0,7.0,20.0,0.0,Kein Feiertag,8622.9697265625,11.267130586111112,1303.8838669989627,,
2013-10-06,92.4805772695364,534.597184990357,225.346819831364,129.952199872951,340.701203063945,0.0,15.25,6.0,7.0,20.0,0.0,Kein Feiertag,8622.9697265625,11.195123222222222,1323.0779850281535,,
2013-10-07,124.841544023845,372.452301813743,146.80201055568,70.2008226210611,318.481660598268,0.0,16.275,7.0,1.0,20.0,0.0,Kein Feiertag,8591.580078125,11.123173760555556,1032.7783396125972,,
2013-10-08,96.867100978839,324.616615610371,179.71807625926,73.2079831960351,245.656923063522,0.0,15.1125,8.0,6.0,61.0,0.0,Kein Feiertag,8555.8896484375,11.051289136666668,920.066699108027,,
2013-10-09,149.761758936995,369.540618454844,153.104643981133,101.892689553858,260.831242292014,0.0,14.3125,10.0,7.0,21.0,0.0,Kein Feiertag,8516.6904296875,10.979476643333333,1035.1309532188438,,
2013-10-10,119.300284972145,349.149490881751,157.491453078096,70.9668372971161,266.156733546376,0.0,10.975,6.0,5.0,21.0,0.0,Kein Feiertag,8685.76953125,10.90774395388889,963.0647997754841,,
2013-10-11,123.2348187168,349.112977802115,166.021960265633,75.3024074738754,229.072309397699,0.0,13.8625,20.0,7.0,10.0,0.0,Kein Feiertag,8724.830078125,10.836099149999999,942.7444736561224,,
2013-10-12,140.262421715801,425.070804590291,204.748697582742,85.8339467852549,273.221595297806,0.0,13.025,21.0,8.0,63.0,0.0,Kein Feiertag,8724.830078125,10.764550745555555,1129.137465971895,,
2013-10-13,42.9967926268111,452.275706400622,187.165299913108,149.25084502852,248.357762950889,0.0,10.8625,5.0,5.0,63.0,0.0,Kein Feiertag,8724.830078125,10.693107713055557,1080.0464069199502,,
2013-10-14,109.863744271226,328.255116835268,155.668175429767,52.4609987818665,270.419718876308,0.0,12.525,6.0,2.0,63.0,0.0,Kein Feiertag,8723.8095703125,10.62177951027778,916.6677541944355,,
2013-10-15,130.431802598324,354.885414944464,127.284237581592,93.0578771174161,219.941750803178,0.0,10.6625,4.0,7.0,63.0,0.0,Kein Feiertag,8804.4404296875,10.550576107500001,925.6010830449741,,
2013-10-16,146.070583461057,324.757529273156,143.148086490441,91.1515914626467,288.91825808676,0.0,12.275,7.0,8.0,63.0,0.0,Kein Feiertag,8846.0,10.479508012777778,994.0460487740606,,
2013-10-17,89.9411837855476,324.982641344802,138.523531007126,85.6188586141792,244.428871611246,0.0,12.0,15.0,7.0,65.0,0.0,Kein Feiertag,8811.98046875,10.408586300833333,883.4950863629008,,
2013-10-18,111.233698203856,321.70990029733,154.060413787211,65.0176982906717,295.076856315502,0.0,9.075,9.0,1.0,65.0,0.0,Kein Feiertag,8865.099609375,10.337822639722223,947.0985668945707,,
2013-10-19,121.590860465012,379.7774092487,218.403804936665,61.589080615236,281.559213676245,0.0,9.45,9.0,7.0,65.0,0.0,Kein Feiertag,8865.099609375,10.267229318888889,1062.920368941858,,
2013-10-20,70.1419855298474,437.66111375148,184.738688804128,124.018841960182,229.516910132085,0.0,15.1875,8.0,7.0,21.0,0.0,Kein Feiertag,8865.099609375,10.196819277222223,1046.0775401777225,,
2013-10-21,122.987868193302,312.390458346719,158.600060112572,71.2443638417337,187.562777604076,0.0,14.2625,8.0,7.0,61.0,0.0,Kein Feiertag,8867.2197265625,10.126606129722223,852.7855280984028,,
2013-10-22,111.927088663048,367.731628638611,124.349835290535,96.9923094777322,255.793613767243,0.0,17.6375,7.0,2.0,61.0,0.0,Kein Feiertag,8947.4599609375,10.056604196944445,956.7944758371692,,
2013-10-23,125.816016210178,339.191026703081,127.206231759846,94.6638761998211,271.192325022255,0.0,17.675,9.0,6.0,61.0,0.0,Kein Feiertag,8919.8603515625,9.986828532222221,958.0694758951811,,
2013-10-24,123.163406361057,347.147339698928,156.231332746406,95.9995140166535,246.175469323983,41.8130384176761,12.6875,12.0,5.0,61.0,0.0,Kein Feiertag,8980.6298828125,9.917294949166667,1010.5301005647036,,
2013-10-25,113.661858634409,331.531922475238,160.591057645463,70.0532365692146,262.479741759397,16.4108759321994,11.8875,7.0,7.0,61.0,0.0,Kein Feiertag,8985.740234375,9.848020049999999,954.728693015921,,
2013-10-26,161.678805315967,403.176380323358,189.242202262172,63.040579010536,260.812943526863,18.5744577876439,16.775,10.0,5.0,21.0,0.0,Kein Feiertag,8985.740234375,9.779021251944444,1096.52536822654,,
2013-10-27,102.355195816072,541.86792448218,190.712737133049,186.537638448479,292.452459619799,24.6400839236906,14.9875,16.0,6.0,65.0,0.0,Kein Feiertag,8985.740234375,9.710316814444443,1338.5660394232696,,
2013-10-28,129.482192717092,358.47390890485,133.336139828081,74.3238360664755,196.841869220639,0.0,14.3625,29.0,7.0,63.0,0.0,Kein Feiertag,8978.650390625,9.641925865277777,892.4579467371375,,
2013-10-29,112.285893935052,343.382554561478,140.485738793355,74.735898673334,194.050358871373,43.5153660789191,10.775,17.0,7.0,63.0,0.0,Kein Feiertag,9022.0400390625,9.573868426111112,908.4558109135111,,
2013-10-30,121.506077008915,315.521819776895,130.066409188398,48.1084083947754,295.266893345374,38.8942676789686,10.4375,10.0,6.0,61.0,0.0,Kein Feiertag,9010.26953125,9.506165436388889,949.363875393326,,
2013-10-31,133.723541287582,297.251141804671,131.888004220895,85.5171451600742,242.152859667865,16.8022951787266,11.1625,13.0,5.0,21.0,0.0,Kein Feiertag,9033.919921875,9.438838778055556,907.3349873198138,,
2013-11-01,100.182160485504,336.018177940212,131.595462324601,91.3424292969203,273.370278323609,48.6054000047875,10.625,9.0,8.0,63.0,0.0,Kein Feiertag,9007.830078125,9.371911296944443,981.1139083756339,,
2013-11-02,149.172348030766,433.411475491698,196.1559913362,60.8349248921595,225.660926756768,70.1309361215906,8.8875,3.0,8.0,63.0,0.0,Kein Feiertag,9007.830078125,9.30540682388889,1135.3666026291821,,
2013-11-03,97.4532740046654,549.620047848044,170.032963538546,128.473076323971,250.834570281876,34.2580409055977,10.7,15.0,6.0,21.0,0.0,Kein Feiertag,9007.830078125,9.239350193888889,1230.6719729027002,,
2013-11-04,137.864260444157,269.386056106044,127.268329765293,0.0,243.480688862574,17.8744198764574,6.8375,7.0,7.0,63.0,0.0,Kein Feiertag,9037.23046875,9.173767263055554,795.8737550545253,,
2013-11-05,103.700267261952,247.501683917765,103.887044199963,74.2946461688414,189.316339883043,41.7139880995306,8.9,12.0,4.0,61.0,0.0,Kein Feiertag,9009.1103515625,9.108684924722223,760.4139695310951,,
2013-11-06,109.097001107423,273.952220004938,79.0889861643745,64.0286940032467,193.037644420427,50.5185888728345,8.1375,12.0,4.0,63.0,0.0,Kein Feiertag,9040.8701171875,9.044131120555555,769.7231345732437,,
2013-11-07,118.470603286455,276.67098423661,122.745430561521,67.2858927962349,225.684071441743,50.2266196683466,9.5,10.0,6.0,61.0,0.0,Kein Feiertag,9081.0302734375,8.980134852499999,861.0836019909106,,
2013-11-08,132.796244239256,270.935184532938,101.771889831401,65.3154182108296,208.931884105255,53.5192500112591,9.325,9.0,3.0,61.0,0.0,Kein Feiertag,9078.2802734375,8.916726188333334,833.2698709309387,,
2013-11-09,99.9317959514759,391.257430539666,136.287645125254,63.0232472685735,221.231762690697,51.1297514715512,7.7,16.0,5.0,63.0,0.0,Kein Feiertag,9078.2802734375,8.853936265833333,962.8616330472177,,
2013-11-10,108.561660295105,554.358848899602,190.963900511964,176.522124121548,338.893723228729,39.7377803974395,6.9875,12.0,2.0,63.0,0.0,Kein Feiertag,9078.2802734375,8.791797292777778,1409.0380374543874,,
2013-11-11,124.580485617569,277.910909861899,120.162641671644,76.1706634927456,242.681615020156,62.3605448128483,8.3125,5.0,2.0,63.0,0.0,Kein Feiertag,9107.8603515625,8.73034254361111,903.8668604768618,,
